时间,实际功率(MW)
2020-01-09 01:30:00,0.00 
2020-01-09 01:45:00,0.00 
2020-01-09 02:00:00,0.00 
2020-01-09 02:15:00,0.00 
2020-01-09 02:30:00,0.00 
2020-01-09 02:45:00,0.00 
2020-01-09 03:00:00,0.00 
2020-01-09 03:15:00,0.00 
2020-01-09 03:30:00,0.00 
2020-01-09 03:45:00,0.00 
2020-01-09 04:00:00,0.00 
2020-01-09 04:15:00,0.00 
2020-01-09 04:30:00,0.00 
2020-01-09 04:45:00,0.00 
2020-01-09 05:00:00,0.00 
2020-01-09 05:15:00,0.00 
2020-01-09 05:30:00,0.00 
2020-01-09 05:45:00,0.00 
2020-01-09 06:00:00,0.00 
2020-01-09 06:15:00,0.00 
2020-01-09 06:30:00,0.00 
2020-01-09 06:45:00,0.00 
2020-01-09 07:00:00,0.00 
2020-01-09 07:15:00,0.01 
2020-01-09 07:30:00,0.00 
2020-01-09 07:45:00,0.00 
2020-01-09 08:00:00,0.00 
2020-01-09 08:15:00,0.00 
2020-01-09 08:30:00,0.00 
2020-01-09 08:45:00,0.00 
2020-01-09 09:00:00,0.00 
2020-01-09 09:15:00,0.61 
2020-01-09 09:30:00,1.70 
2020-01-09 09:45:00,2.00 
2020-01-09 10:00:00,1.58 
2020-01-09 10:15:00,1.92 
2020-01-09 10:30:00,2.29 
2020-01-09 10:45:00,2.62 
2020-01-09 11:00:00,3.30 
2020-01-09 11:15:00,3.79 
2020-01-09 11:30:00,4.73 
2020-01-09 11:45:00,3.31 
2020-01-09 12:00:00,1.42 
2020-01-09 12:15:00,0.37 
2020-01-09 12:30:00,1.18 
2020-01-09 12:45:00,3.41 
2020-01-09 13:00:00,2.02 
2020-01-09 13:15:00,1.50 
2020-01-09 13:30:00,0.60 
2020-01-09 13:45:00,0.70 
2020-01-09 14:00:00,0.91 
2020-01-09 14:15:00,0.49 
2020-01-09 14:30:00,0.01 
2020-01-09 14:45:00,0.00 
2020-01-09 15:00:00,0.00 
2020-01-09 15:15:00,0.00 
2020-01-09 15:30:00,0.00 
2020-01-09 15:45:00,0.04 
2020-01-09 16:00:00,0.01 
2020-01-09 16:15:00,0.00 
2020-01-09 16:30:00,0.00 
2020-01-09 16:45:00,0.00 
2020-01-09 17:00:00,0.00 
2020-01-09 17:15:00,0.02 
2020-01-09 17:30:00,0.34 
2020-01-09 17:45:00,0.17 
2020-01-09 18:00:00,0.08 
2020-01-09 18:15:00,0.47 
2020-01-09 18:30:00,0.21 
2020-01-09 18:45:00,0.03 
2020-01-09 19:00:00,0.06 
2020-01-09 19:15:00,0.00 
2020-01-09 19:30:00,0.00 
2020-01-09 19:45:00,0.00 
2020-01-09 20:00:00,0.00 
2020-01-09 20:15:00,0.00 
2020-01-09 20:30:00,0.00 
2020-01-09 20:45:00,0.00 
2020-01-09 21:00:00,0.00 
2020-01-09 21:15:00,0.00 
2020-01-09 21:30:00,0.00 
2020-01-09 21:45:00,0.51 
2020-01-09 22:00:00,2.82 
2020-01-09 22:15:00,6.49 
2020-01-09 22:30:00,14.55 
2020-01-09 22:45:00,15.20 
2020-01-09 23:00:00,19.48 
2020-01-09 23:15:00,22.82 
2020-01-09 23:30:00,30.13 
2020-01-09 23:45:00,32.67 
2020-01-10 00:00:00,24.48 
2020-01-10 00:15:00,32.83 
2020-01-10 00:30:00,54.13 
2020-01-10 00:45:00,53.52 
2020-01-10 01:00:00,61.58 
2020-01-10 01:15:00,71.56 
2020-01-10 01:30:00,81.56 
2020-01-10 01:45:00,87.31 
2020-01-10 02:00:00,80.64 
2020-01-10 02:15:00,82.29 
2020-01-10 02:30:00,84.11 
2020-01-10 02:45:00,80.05 
2020-01-10 03:00:00,74.20 
2020-01-10 03:15:00,78.13 
2020-01-10 03:30:00,79.20 
2020-01-10 03:45:00,86.52 
2020-01-10 04:00:00,83.16 
2020-01-10 04:15:00,85.29 
2020-01-10 04:30:00,97.76 
2020-01-10 04:45:00,108.44 
2020-01-10 05:00:00,103.74 
2020-01-10 05:15:00,100.52 
2020-01-10 05:30:00,104.65 
2020-01-10 05:45:00,102.90 
2020-01-10 06:00:00,106.46 
2020-01-10 06:15:00,104.28 
2020-01-10 06:30:00,94.10 
2020-01-10 06:45:00,94.65 
2020-01-10 07:00:00,96.03 
2020-01-10 07:15:00,93.86 
2020-01-10 07:30:00,109.65 
2020-01-10 07:45:00,118.93 
2020-01-10 08:00:00,134.66 
2020-01-10 08:15:00,147.10 
2020-01-10 08:30:00,158.46 
2020-01-10 08:45:00,161.00 
2020-01-10 09:00:00,153.53 
2020-01-10 09:15:00,153.31 
2020-01-10 09:30:00,160.88 
2020-01-10 09:45:00,167.74 
2020-01-10 10:00:00,175.84 
2020-01-10 10:15:00,183.54 
2020-01-10 10:30:00,189.30 
2020-01-10 10:45:00,189.40 
2020-01-10 11:00:00,192.81 
2020-01-10 11:15:00,194.02 
2020-01-10 11:30:00,195.70 
2020-01-10 11:45:00,195.69 
2020-01-10 12:00:00,193.82 
2020-01-10 12:15:00,193.83 
2020-01-10 12:30:00,188.51 
2020-01-10 12:45:00,182.18 
2020-01-10 13:00:00,184.92 
2020-01-10 13:15:00,183.91 
2020-01-10 13:30:00,122.51 
2020-01-10 13:45:00,80.65 
2020-01-10 14:00:00,85.82 
2020-01-10 14:15:00,146.30 
2020-01-10 14:30:00,178.01 
2020-01-10 14:45:00,156.03 
2020-01-10 15:00:00,180.34 
2020-01-10 15:15:00,168.44 
2020-01-10 15:30:00,179.94 
2020-01-10 15:45:00,178.72 
2020-01-10 16:00:00,175.06 
2020-01-10 16:15:00,177.10 
2020-01-10 16:30:00,171.65 
2020-01-10 16:45:00,180.60 
2020-01-10 17:00:00,155.64 
2020-01-10 17:15:00,122.33 
2020-01-10 17:30:00,99.67 
2020-01-10 17:45:00,85.15 
2020-01-10 18:00:00,74.89 
2020-01-10 18:15:00,61.96 
2020-01-10 18:30:00,31.88 
2020-01-10 18:45:00,26.23 
2020-01-10 19:00:00,30.81 
2020-01-10 19:15:00,40.31 
2020-01-10 19:30:00,34.49 
2020-01-10 19:45:00,41.47 
2020-01-10 20:00:00,45.94 
2020-01-10 20:15:00,37.71 
2020-01-10 20:30:00,39.28 
2020-01-10 20:45:00,39.35 
2020-01-10 21:00:00,45.71 
2020-01-10 21:15:00,48.16 
2020-01-10 21:30:00,53.73 
2020-01-10 21:45:00,50.45 
2020-01-10 22:00:00,35.61 
2020-01-10 22:15:00,26.01 
2020-01-10 22:30:00,18.96 
2020-01-10 22:45:00,14.93 
2020-01-10 23:00:00,15.38 
2020-01-10 23:15:00,12.68 
2020-01-10 23:30:00,9.62 
2020-01-10 23:45:00,5.80 
2020-01-11 00:00:00,3.57 
2020-01-11 00:15:00,2.28 
2020-01-11 00:30:00,2.87 
2020-01-11 00:45:00,3.07 
2020-01-11 01:00:00,4.16 
2020-01-11 01:15:00,4.98 
2020-01-11 01:30:00,3.32 
2020-01-11 01:45:00,3.29 
2020-01-11 02:00:00,2.92 
2020-01-11 02:15:00,3.64 
2020-01-11 02:30:00,1.61 
2020-01-11 02:45:00,0.57 
2020-01-11 03:00:00,1.08 
2020-01-11 03:15:00,0.99 
2020-01-11 03:30:00,0.61 
2020-01-11 03:45:00,0.82 
2020-01-11 04:00:00,1.99 
2020-01-11 04:15:00,2.25 
2020-01-11 04:30:00,4.53 
2020-01-11 04:45:00,8.27 
2020-01-11 05:00:00,12.08 
2020-01-11 05:15:00,15.86 
2020-01-11 05:30:00,22.63 
2020-01-11 05:45:00,18.00 
2020-01-11 06:00:00,13.75 
2020-01-11 06:15:00,12.52 
2020-01-11 06:30:00,20.18 
2020-01-11 06:45:00,28.99 
2020-01-11 07:00:00,29.63 
2020-01-11 07:15:00,26.84 
2020-01-11 07:30:00,16.54 
2020-01-11 07:45:00,7.34 
2020-01-11 08:00:00,2.22 
2020-01-11 08:15:00,0.73 
2020-01-11 08:30:00,0.57 
2020-01-11 08:45:00,0.59 
2020-01-11 09:00:00,0.49 
2020-01-11 09:15:00,0.77 
2020-01-11 09:30:00,1.64 
2020-01-11 09:45:00,1.66 
2020-01-11 10:00:00,2.66 
2020-01-11 10:15:00,2.06 
2020-01-11 10:30:00,1.14 
2020-01-11 10:45:00,1.10 
2020-01-11 11:00:00,0.26 
2020-01-11 11:15:00,0.03 
2020-01-11 11:30:00,0.16 
2020-01-11 11:45:00,0.14 
2020-01-11 12:00:00,0.00 
2020-01-11 12:15:00,0.08 
2020-01-11 12:30:00,0.00 
2020-01-11 12:45:00,0.00 
2020-01-11 13:00:00,0.00 
2020-01-11 13:15:00,0.00 
2020-01-11 13:30:00,0.00 
2020-01-11 13:45:00,0.00 
2020-01-11 14:00:00,0.00 
2020-01-11 14:15:00,0.07 
2020-01-11 14:30:00,0.67 
2020-01-11 14:45:00,1.12 
2020-01-11 15:00:00,1.37 
2020-01-11 15:15:00,2.34 
2020-01-11 15:30:00,2.16 
2020-01-11 15:45:00,1.93 
2020-01-11 16:00:00,1.25 
2020-01-11 16:15:00,1.04 
2020-01-11 16:30:00,0.38 
2020-01-11 16:45:00,0.72 
2020-01-11 17:00:00,0.57 
2020-01-11 17:15:00,0.07 
2020-01-11 17:30:00,0.39 
2020-01-11 17:45:00,1.51 
2020-01-11 18:00:00,0.92 
2020-01-11 18:15:00,0.66 
2020-01-11 18:30:00,0.08 
2020-01-11 18:45:00,0.00 
2020-01-11 19:00:00,0.00 
2020-01-11 19:15:00,0.00 
2020-01-11 19:30:00,0.00 
2020-01-11 19:45:00,0.00 
2020-01-11 20:00:00,0.04 
2020-01-11 20:15:00,0.07 
2020-01-11 20:30:00,0.00 
2020-01-11 20:45:00,0.00 
2020-01-11 21:00:00,0.00 
2020-01-11 21:15:00,0.00 
2020-01-11 21:30:00,0.00 
2020-01-11 21:45:00,0.61 
2020-01-11 22:00:00,3.74 
2020-01-11 22:15:00,6.98 
2020-01-11 22:30:00,8.20 
2020-01-11 22:45:00,7.48 
2020-01-11 23:00:00,6.72 
2020-01-11 23:15:00,13.56 
2020-01-11 23:30:00,23.65 
2020-01-11 23:45:00,31.00 
2020-01-12 00:00:00,37.45 
2020-01-12 00:15:00,36.01 
2020-01-12 00:30:00,42.80 
2020-01-12 00:45:00,39.45 
2020-01-12 01:00:00,39.00 
2020-01-12 01:15:00,38.31 
2020-01-12 01:30:00,40.99 
2020-01-12 01:45:00,41.25 
2020-01-12 02:00:00,42.59 
2020-01-12 02:15:00,38.32 
2020-01-12 02:30:00,40.87 
2020-01-12 02:45:00,46.87 
2020-01-12 03:00:00,48.35 
2020-01-12 03:15:00,54.21 
2020-01-12 03:30:00,63.61 
2020-01-12 03:45:00,77.30 
2020-01-12 04:00:00,84.61 
2020-01-12 04:15:00,94.87 
2020-01-12 04:30:00,117.09 
2020-01-12 04:45:00,119.82 
2020-01-12 05:00:00,130.73 
2020-01-12 05:15:00,145.07 
2020-01-12 05:30:00,144.70 
2020-01-12 05:45:00,149.16 
2020-01-12 06:00:00,156.14 
2020-01-12 06:15:00,163.77 
2020-01-12 06:30:00,178.78 
2020-01-12 06:45:00,182.56 
2020-01-12 07:00:00,189.33 
2020-01-12 07:15:00,190.77 
2020-01-12 07:30:00,190.99 
2020-01-12 07:45:00,191.20 
2020-01-12 08:00:00,189.93 
2020-01-12 08:15:00,185.52 
2020-01-12 08:30:00,185.84 
2020-01-12 08:45:00,187.82 
2020-01-12 09:00:00,182.33 
2020-01-12 09:15:00,179.04 
2020-01-12 09:30:00,177.71 
2020-01-12 09:45:00,172.61 
2020-01-12 10:00:00,173.86 
2020-01-12 10:15:00,177.28 
2020-01-12 10:30:00,174.08 
2020-01-12 10:45:00,174.31 
2020-01-12 11:00:00,178.19 
2020-01-12 11:15:00,182.50 
2020-01-12 11:30:00,186.70 
2020-01-12 11:45:00,187.55 
2020-01-12 12:00:00,185.89 
2020-01-12 12:15:00,187.55 
2020-01-12 12:30:00,184.35 
2020-01-12 12:45:00,182.57 
2020-01-12 13:00:00,155.55 
2020-01-12 13:15:00,186.59 
2020-01-12 13:30:00,191.96 
2020-01-12 13:45:00,187.13 
2020-01-12 14:00:00,191.94 
2020-01-12 14:15:00,194.42 
2020-01-12 14:30:00,194.99 
2020-01-12 14:45:00,155.17 
2020-01-12 15:00:00,150.45 
2020-01-12 15:15:00,195.49 
2020-01-12 15:30:00,195.78 
2020-01-12 15:45:00,196.35 
2020-01-12 16:00:00,172.37 
2020-01-12 16:15:00,158.05 
2020-01-12 16:30:00,104.76 
2020-01-12 16:45:00,66.79 
2020-01-12 17:00:00,61.97 
2020-01-12 17:15:00,106.44 
2020-01-12 17:30:00,156.61 
2020-01-12 17:45:00,186.72 
2020-01-12 18:00:00,191.32 
2020-01-12 18:15:00,185.16 
2020-01-12 18:30:00,183.91 
2020-01-12 18:45:00,181.50 
2020-01-12 19:00:00,180.01 
2020-01-12 19:15:00,176.82 
2020-01-12 19:30:00,176.27 
2020-01-12 19:45:00,143.76 
2020-01-12 20:00:00,122.19 
2020-01-12 20:15:00,80.22 
2020-01-12 20:30:00,78.69 
2020-01-12 20:45:00,104.77 
2020-01-12 21:00:00,97.56 
2020-01-12 21:15:00,99.58 
2020-01-12 21:30:00,96.47 
2020-01-12 21:45:00,97.89 
2020-01-12 22:00:00,97.87 
2020-01-12 22:15:00,119.46 
2020-01-12 22:30:00,105.72 
2020-01-12 22:45:00,95.20 
2020-01-12 23:00:00,78.96 
2020-01-12 23:15:00,67.07 
2020-01-12 23:30:00,59.91 
2020-01-12 23:45:00,64.31 
2020-01-13 00:00:00,72.08 
2020-01-13 00:15:00,88.78 
2020-01-13 00:30:00,110.59 
2020-01-13 00:45:00,128.22 
2020-01-13 01:00:00,133.83 
2020-01-13 01:15:00,138.33 
2020-01-13 01:30:00,145.16 
2020-01-13 01:45:00,149.89 
2020-01-13 02:00:00,152.74 
2020-01-13 02:15:00,146.70 
2020-01-13 02:30:00,149.66 
2020-01-13 02:45:00,145.23 
2020-01-13 03:00:00,139.30 
2020-01-13 03:15:00,143.55 
2020-01-13 03:30:00,150.83 
2020-01-13 03:45:00,153.99 
2020-01-13 04:00:00,145.11 
2020-01-13 04:15:00,133.70 
2020-01-13 04:30:00,119.70 
2020-01-13 04:45:00,106.76 
2020-01-13 05:00:00,89.43 
2020-01-13 05:15:00,80.24 
2020-01-13 05:30:00,75.10 
2020-01-13 05:45:00,53.88 
2020-01-13 06:00:00,30.84 
2020-01-13 06:15:00,22.77 
2020-01-13 06:30:00,19.19 
2020-01-13 06:45:00,23.28 
2020-01-13 07:00:00,31.26 
2020-01-13 07:15:00,44.32 
2020-01-13 07:30:00,57.74 
2020-01-13 07:45:00,71.20 
2020-01-13 08:00:00,72.37 
2020-01-13 08:15:00,76.48 
2020-01-13 08:30:00,80.04 
2020-01-13 08:45:00,79.95 
2020-01-13 09:00:00,92.28 
2020-01-13 09:15:00,96.84 
2020-01-13 09:30:00,97.29 
2020-01-13 09:45:00,103.40 
2020-01-13 10:00:00,103.13 
2020-01-13 10:15:00,109.33 
2020-01-13 10:30:00,109.06 
2020-01-13 10:45:00,96.97 
2020-01-13 11:00:00,75.37 
2020-01-13 11:15:00,67.01 
2020-01-13 11:30:00,77.05 
2020-01-13 11:45:00,82.77 
2020-01-13 12:00:00,80.94 
2020-01-13 12:15:00,92.35 
2020-01-13 12:30:00,101.13 
2020-01-13 12:45:00,105.84 
2020-01-13 13:00:00,97.29 
2020-01-13 13:15:00,89.97 
2020-01-13 13:30:00,99.78 
2020-01-13 13:45:00,90.88 
2020-01-13 14:00:00,81.82 
2020-01-13 14:15:00,83.40 
2020-01-13 14:30:00,80.96 
2020-01-13 14:45:00,72.14 
2020-01-13 15:00:00,66.00 
2020-01-13 15:15:00,56.70 
2020-01-13 15:30:00,43.40 
2020-01-13 15:45:00,35.69 
2020-01-13 16:00:00,17.90 
2020-01-13 16:15:00,8.45 
2020-01-13 16:30:00,7.40 
2020-01-13 16:45:00,15.79 
2020-01-13 17:00:00,19.09 
2020-01-13 17:15:00,14.37 
2020-01-13 17:30:00,9.91 
2020-01-13 17:45:00,10.89 
2020-01-13 18:00:00,15.44 
2020-01-13 18:15:00,27.49 
2020-01-13 18:30:00,29.44 
2020-01-13 18:45:00,33.56 
2020-01-13 19:00:00,32.07 
2020-01-13 19:15:00,24.82 
2020-01-13 19:30:00,24.70 
2020-01-13 19:45:00,17.42 
2020-01-13 20:00:00,5.68 
2020-01-13 20:15:00,2.19 
2020-01-13 20:30:00,1.68 
2020-01-13 20:45:00,0.67 
2020-01-13 21:00:00,0.51 
2020-01-13 21:15:00,0.54 
2020-01-13 21:30:00,0.23 
2020-01-13 21:45:00,0.00 
2020-01-13 22:00:00,0.00 
2020-01-13 22:15:00,0.00 
2020-01-13 22:30:00,0.00 
2020-01-13 22:45:00,0.00 
2020-01-13 23:00:00,0.00 
2020-01-13 23:15:00,0.07 
2020-01-13 23:30:00,1.36 
2020-01-13 23:45:00,0.69 
2020-01-14 00:00:00,0.00 
2020-01-14 00:15:00,0.00 
2020-01-14 00:30:00,0.08 
2020-01-14 00:45:00,0.00 
2020-01-14 01:00:00,0.00 
2020-01-14 01:15:00,0.00 
2020-01-14 01:30:00,0.10 
2020-01-14 01:45:00,0.00 
2020-01-14 02:00:00,0.00 
2020-01-14 02:15:00,0.00 
2020-01-14 02:30:00,0.00 
2020-01-14 02:45:00,0.00 
2020-01-14 03:00:00,0.00 
2020-01-14 03:15:00,0.00 
2020-01-14 03:30:00,0.00 
2020-01-14 03:45:00,0.01 
2020-01-14 04:00:00,0.87 
2020-01-14 04:15:00,0.26 
2020-01-14 04:30:00,0.28 
2020-01-14 04:45:00,0.84 
2020-01-14 05:00:00,1.69 
2020-01-14 05:15:00,1.05 
2020-01-14 05:30:00,0.00 
2020-01-14 05:45:00,0.00 
2020-01-14 06:00:00,0.00 
2020-01-14 06:15:00,0.03 
2020-01-14 06:30:00,0.00 
2020-01-14 06:45:00,0.00 
2020-01-14 07:00:00,0.25 
2020-01-14 07:15:00,0.04 
2020-01-14 07:30:00,0.00 
2020-01-14 07:45:00,0.33 
2020-01-14 08:00:00,1.98 
2020-01-14 08:15:00,3.39 
2020-01-14 08:30:00,6.85 
2020-01-14 08:45:00,21.84 
2020-01-14 09:00:00,52.08 
2020-01-14 09:15:00,53.67 
2020-01-14 09:30:00,34.16 
2020-01-14 09:45:00,37.29 
2020-01-14 10:00:00,37.00 
2020-01-14 10:15:00,45.35 
2020-01-14 10:30:00,41.78 
2020-01-14 10:45:00,23.08 
2020-01-14 11:00:00,12.06 
2020-01-14 11:15:00,4.57 
2020-01-14 11:30:00,1.05 
2020-01-14 11:45:00,0.00 
2020-01-14 12:00:00,0.00 
2020-01-14 12:15:00,0.00 
2020-01-14 12:30:00,0.09 
2020-01-14 12:45:00,0.19 
2020-01-14 13:00:00,1.75 
2020-01-14 13:15:00,2.27 
2020-01-14 13:30:00,3.54 
2020-01-14 13:45:00,10.53 
2020-01-14 14:00:00,17.91 
2020-01-14 14:15:00,22.07 
2020-01-14 14:30:00,25.23 
2020-01-14 14:45:00,30.00 
2020-01-14 15:00:00,34.79 
2020-01-14 15:15:00,38.79 
2020-01-14 15:30:00,44.50 
2020-01-14 15:45:00,48.36 
2020-01-14 16:00:00,50.50 
2020-01-14 16:15:00,58.40 
2020-01-14 16:30:00,61.46 
2020-01-14 16:45:00,70.91 
2020-01-14 17:00:00,82.15 
2020-01-14 17:15:00,93.93 
2020-01-14 17:30:00,101.14 
2020-01-14 17:45:00,64.12 
2020-01-14 18:00:00,49.83 
2020-01-14 18:15:00,81.12 
2020-01-14 18:30:00,79.72 
2020-01-14 18:45:00,80.41 
2020-01-14 19:00:00,84.29 
2020-01-14 19:15:00,93.44 
2020-01-14 19:30:00,66.69 
2020-01-14 19:45:00,52.22 
2020-01-14 20:00:00,90.78 
2020-01-14 20:15:00,93.10 
2020-01-14 20:30:00,66.12 
2020-01-14 20:45:00,65.81 
2020-01-14 21:00:00,87.06 
2020-01-14 21:15:00,64.41 
2020-01-14 21:30:00,43.91 
2020-01-14 21:45:00,56.47 
2020-01-14 22:00:00,87.33 
2020-01-14 22:15:00,89.18 
2020-01-14 22:30:00,90.57 
2020-01-14 22:45:00,104.92 
2020-01-14 23:00:00,112.61 
2020-01-14 23:15:00,106.09 
2020-01-14 23:30:00,97.13 
2020-01-14 23:45:00,72.10 
2020-01-15 00:00:00,37.40 
2020-01-15 00:15:00,38.23 
2020-01-15 00:30:00,65.63 
2020-01-15 00:45:00,66.95 
2020-01-15 01:00:00,70.00 
2020-01-15 01:15:00,65.97 
2020-01-15 01:30:00,63.39 
2020-01-15 01:45:00,61.04 
2020-01-15 02:00:00,59.69 
2020-01-15 02:15:00,62.40 
2020-01-15 02:30:00,71.30 
2020-01-15 02:45:00,73.62 
2020-01-15 03:00:00,93.67 
2020-01-15 03:15:00,113.67 
2020-01-15 03:30:00,132.30 
2020-01-15 03:45:00,144.26 
2020-01-15 04:00:00,146.18 
2020-01-15 04:15:00,149.07 
2020-01-15 04:30:00,145.38 
2020-01-15 04:45:00,151.89 
2020-01-15 05:00:00,156.12 
2020-01-15 05:15:00,143.81 
2020-01-15 05:30:00,135.06 
2020-01-15 05:45:00,133.48 
2020-01-15 06:00:00,129.98 
2020-01-15 06:15:00,141.16 
2020-01-15 06:30:00,152.37 
2020-01-15 06:45:00,152.03 
2020-01-15 07:00:00,147.02 
2020-01-15 07:15:00,142.02 
2020-01-15 07:30:00,138.96 
2020-01-15 07:45:00,132.97 
2020-01-15 08:00:00,124.72 
2020-01-15 08:15:00,117.57 
2020-01-15 08:30:00,112.07 
2020-01-15 08:45:00,104.15 
2020-01-15 09:00:00,94.73 
2020-01-15 09:15:00,89.46 
2020-01-15 09:30:00,80.71 
2020-01-15 09:45:00,71.99 
2020-01-15 10:00:00,65.73 
2020-01-15 10:15:00,57.80 
2020-01-15 10:30:00,49.57 
2020-01-15 10:45:00,49.03 
2020-01-15 11:00:00,44.00 
2020-01-15 11:15:00,29.73 
2020-01-15 11:30:00,17.53 
2020-01-15 11:45:00,8.50 
2020-01-15 12:00:00,2.34 
2020-01-15 12:15:00,0.89 
2020-01-15 12:30:00,0.52 
2020-01-15 12:45:00,0.17 
2020-01-15 13:00:00,0.16 
2020-01-15 13:15:00,0.21 
2020-01-15 13:30:00,0.01 
2020-01-15 13:45:00,0.00 
2020-01-15 14:00:00,0.00 
2020-01-15 14:15:00,0.00 
2020-01-15 14:30:00,0.00 
2020-01-15 14:45:00,0.00 
2020-01-15 15:00:00,0.00 
2020-01-15 15:15:00,0.00 
2020-01-15 15:30:00,0.00 
2020-01-15 15:45:00,0.00 
2020-01-15 16:00:00,0.00 
2020-01-15 16:15:00,0.00 
2020-01-15 16:30:00,0.00 
2020-01-15 16:45:00,0.00 
2020-01-15 17:00:00,0.00 
2020-01-15 17:15:00,0.00 
2020-01-15 17:30:00,0.00 
2020-01-15 17:45:00,0.00 
2020-01-15 18:00:00,0.00 
2020-01-15 18:15:00,0.00 
2020-01-15 18:30:00,0.00 
2020-01-15 18:45:00,0.00 
2020-01-15 19:00:00,0.00 
2020-01-15 19:15:00,0.00 
2020-01-15 19:30:00,0.00 
2020-01-15 19:45:00,0.00 
2020-01-15 20:00:00,0.00 
2020-01-15 20:15:00,0.00 
2020-01-15 20:30:00,0.00 
2020-01-15 20:45:00,0.00 
2020-01-15 21:00:00,0.00 
2020-01-15 21:15:00,0.00 
2020-01-15 21:30:00,0.00 
2020-01-15 21:45:00,0.00 
2020-01-15 22:00:00,0.00 
2020-01-15 22:15:00,0.00 
2020-01-15 22:30:00,0.00 
2020-01-15 22:45:00,0.00 
2020-01-15 23:00:00,0.16 
2020-01-15 23:15:00,0.27 
2020-01-15 23:30:00,0.08 
2020-01-15 23:45:00,0.05 
2020-01-16 00:00:00,0.00 
2020-01-16 00:15:00,0.00 
2020-01-16 00:30:00,0.00 
2020-01-16 00:45:00,0.00 
2020-01-16 01:00:00,0.00 
2020-01-16 01:15:00,0.00 
2020-01-16 01:30:00,0.00 
2020-01-16 01:45:00,0.00 
2020-01-16 02:00:00,0.00 
2020-01-16 02:15:00,0.00 
2020-01-16 02:30:00,0.00 
2020-01-16 02:45:00,0.00 
2020-01-16 03:00:00,0.00 
2020-01-16 03:15:00,0.00 
2020-01-16 03:30:00,0.00 
2020-01-16 03:45:00,0.00 
2020-01-16 04:00:00,1.02 
2020-01-16 04:15:00,1.65 
2020-01-16 04:30:00,0.48 
2020-01-16 04:45:00,0.10 
2020-01-16 05:00:00,0.00 
2020-01-16 05:15:00,0.00 
2020-01-16 05:30:00,0.00 
2020-01-16 05:45:00,0.00 
2020-01-16 06:00:00,0.06 
2020-01-16 06:15:00,0.07 
2020-01-16 06:30:00,0.34 
2020-01-16 06:45:00,0.39 
2020-01-16 07:00:00,0.29 
2020-01-16 07:15:00,0.27 
2020-01-16 07:30:00,0.60 
2020-01-16 07:45:00,0.15 
2020-01-16 08:00:00,0.00 
2020-01-16 08:15:00,0.00 
2020-01-16 08:30:00,0.00 
2020-01-16 08:45:00,0.00 
2020-01-16 09:00:00,0.00 
2020-01-16 09:15:00,0.00 
2020-01-16 09:30:00,0.00 
2020-01-16 09:45:00,0.00 
2020-01-16 10:00:00,0.00 
2020-01-16 10:15:00,0.00 
2020-01-16 10:30:00,0.00 
2020-01-16 10:45:00,0.00 
2020-01-16 11:00:00,0.00 
2020-01-16 11:15:00,0.08 
2020-01-16 11:30:00,0.00 
2020-01-16 11:45:00,0.00 
2020-01-16 12:00:00,0.00 
2020-01-16 12:15:00,0.00 
2020-01-16 12:30:00,0.00 
2020-01-16 12:45:00,0.00 
2020-01-16 13:00:00,0.00 
2020-01-16 13:15:00,0.00 
2020-01-16 13:30:00,0.00 
2020-01-16 13:45:00,0.00 
2020-01-16 14:00:00,0.00 
2020-01-16 14:15:00,0.00 
2020-01-16 14:30:00,0.00 
2020-01-16 14:45:00,0.00 
2020-01-16 15:00:00,0.00 
2020-01-16 15:15:00,0.00 
2020-01-16 15:30:00,0.00 
2020-01-16 15:45:00,0.00 
2020-01-16 16:00:00,0.00 
2020-01-16 16:15:00,0.00 
2020-01-16 16:30:00,1.11 
2020-01-16 16:45:00,6.49 
2020-01-16 17:00:00,13.84 
2020-01-16 17:15:00,23.47 
2020-01-16 17:30:00,28.99 
2020-01-16 17:45:00,47.94 
2020-01-16 18:00:00,70.95 
2020-01-16 18:15:00,66.73 
2020-01-16 18:30:00,75.96 
2020-01-16 18:45:00,97.17 
2020-01-16 19:00:00,97.59 
2020-01-16 19:15:00,95.29 
2020-01-16 19:30:00,86.49 
2020-01-16 19:45:00,76.52 
2020-01-16 20:00:00,79.07 
2020-01-16 20:15:00,69.49 
2020-01-16 20:30:00,65.14 
2020-01-16 20:45:00,70.54 
2020-01-16 21:00:00,79.55 
2020-01-16 21:15:00,86.53 
2020-01-16 21:30:00,96.26 
2020-01-16 21:45:00,101.68 
2020-01-16 22:00:00,107.92 
2020-01-16 22:15:00,118.93 
2020-01-16 22:30:00,134.79 
2020-01-16 22:45:00,165.58 
2020-01-16 23:00:00,171.86 
2020-01-16 23:15:00,164.02 
2020-01-16 23:30:00,140.17 
2020-01-16 23:45:00,138.72 
2020-01-17 00:00:00,159.55 
2020-01-17 00:15:00,154.98 
2020-01-17 00:30:00,158.22 
2020-01-17 00:45:00,160.44 
2020-01-17 01:00:00,171.33 
2020-01-17 01:15:00,165.31 
2020-01-17 01:30:00,156.73 
2020-01-17 01:45:00,152.58 
2020-01-17 02:00:00,149.01 
2020-01-17 02:15:00,143.25 
2020-01-17 02:30:00,135.65 
2020-01-17 02:45:00,119.17 
2020-01-17 03:00:00,110.84 
2020-01-17 03:15:00,116.84 
2020-01-17 03:30:00,113.82 
